Taraxacum sect Ruderalia;FE 3-3-2;;;;;;;;;;;;;;;;;
Thlaspi arvense;FE 3-3-2;;;;;;;;;;;;;;;;;
Tragopodon pratensis;FE 3-3-2;;;;;;;;;;;;;;;;;
Trifolium dubium;FE 3-3-2;;;;;;;;;;;;;;;;;
Trifolium incarnatum;FE 3-3-2;;;;;;;;;;;;;;;;;
Trifolium medium;FE 3-3-2;;;;;;;;;;;;;;;;;
Trifolium pratense;FE 3-3-2;;;;;;;;;;;;;;;;;
Trifolium repens;FE 3-3-2;;;;;;;;;;;;;;;;;
Trisetum flavescens;FE 3-3-2;;;;;;;;;;;;;;;;;
Trollius europaeus;FE 3-3-2;;;;;;;;;;;;;;;;;
Veronica arvensis;FE 3-3-2;;;;;;;;;;;;;;;;;
Veronica chamaedrys;FE 3-3-2;;;;;;;;;;;;;;;;;
Veronica filiformis;FE 3-3-2;;;;;;;;;;;;;;;;;
Veronica hederifolia;FE 3-3-2;;;;;;;;;;;;;;;;;
Veronica persica;FE 3-3-2;;;;;;;;;;;;;;;;;
Veronica polita;FE 3-3-2;;;;;;;;;;;;;;;;;
Veronica serpyllifolia;FE 3-3-2;;;;;;;;;;;;;;;;;
Vicia angustifolia;FE 3-3-2;;;;;;;;;;;;;;;;;
Vicia cracca;FE 3-3-2;;;;;;;;;;;;;;;;;
Vicia hirsuta;FE 3-3-2;;;;;;;;;;;;;;;;;
Vicia sepium;FE 3-3-2;;;;;;;;;;;;;;;;;
Vicia tetrasperma;FE 3-5-3;;;;;;;;;;;;;;;;;
Achillea millefolium;FE 3-5-3;;;;;;;;;;;;;;;;;
Agrostis capillaris;FE 3-5-3;;;;;;;;;;;;;;;;;
Agrostis gigantea;FE 3-5-3;;;;;;;;;;;;;;;;;
Agrostis stolonifera;FE 3-5-3;;;;;;;;;;;;;;;;;
Ajuga reptans;FE 3-5-3;;;;;;;;;;;;;;;;;
Alchemilla monticula;FE 3-5-3;;;;;;;;;;;;;;;;;
Alchemilla vulgaris;FE 3-5-3;;;;;;;;;;;;;;;;;
Alopecurus pratensis;FE 3-5-3;;;;;1;3;8;10;10;6;12;4;;;;;
Anthoxanthum odoratum;FE 3-5-3;;;;;;;;;;;;;;;;;
Arabidopsis thaliana;FE 3-5-3;;;;;;;;;;;;;;;;;
Arrhenatherum elatius;FE 3-5-3;;;;;;;;;;;;;;;;;
Bellis perennis;FE 3-5-3;;;;;;;;;;;;;;;;;
Bistorta officianilis;FE 3-5-3;;;;;;;;;;;;;;;;;
Briza media;FE 3-5-3;;;;;;;;;;;;;;;;;
Cardamine amara;FE 3-5-3;;;;;;;;;;;;;;;;;
Cardamine hirsuta;FE 3-5-3;;;;;;;;;;;;;;;;;
Carex humilis;FE 3-5-3;;;;;;;;;;;;;;;;;
Carex montana;FE 3-5-3;;;;;;;;;;;;;;;;;
Carex spicata cf;FE 3-5-3;;;;;;;;;;;;;;;;;
Carex sylvatica;FE 3-5-3;;;;;;;;;;;;;;;;;
Carum carvi;FE 3-5-3;;;;;;;;;;;;;;;;;
Centaurea jacea;FE 3-5-3;;;;;;;;;;;;;;;;;
Cerastium holosteoides;FE 3-5-3;;;;;;;;;;;;;;;;;
Chaerophyllum temulum;FE 3-5-3;;;;;;;;;;;;;;;;;
Crepis aurea;FE 3-5-3;;;;;;;;;;;;;;;;;
Crepis biennis;FE 3-5-3;;;;;;;;;;;;;;;;;
Crocus albiflorus;FE 3-5-3;;;;;;;;;;;;;;;;;
Cynosurus cristatus;FE 3-5-3;;;;;;;;;;;;;;;;;
Dactylis glomerata;FE 3-5-3;;;;;;;;;;3;4;4;3;4;2;3;1
Daucus carota;FE 3-5-3;;;;;;;;;;;;;;;;;
Deschampsia flexuosa;FE 3-5-3;;;;;;;;;;;;;;;;;
Draba verna;FE 3-5-3;;;;;;;;;;;;;;;;;
Elymus caninus;FE 3-5-3;;;;;;;;;;;;;;;;;
Elymus repens;FE 3-5-3;;;;;;;;;;;;;14;14;15;15;19
Equisetum arvense;FE 3-5-3;;;;;;;;;;;;;;;;;
Euphrasia stricta;FE 3-5-3;;;;;;;;;;;;;;;;;
Festuca pratensis;FE 3-5-3;;;;;;;;;;;;;;;;;
Festuca rubra;FE 3-5-3;;;;;;;;;;;;;;;;;
Filipendula ulmaria;FE 3-5-3;;;;;;;;;;;;;;;;;
Galium album;FE 3-5-3;;;;;;;;;;;;;;;;;
Geranium rotundifolium;FE 3-5-3;;;;;;;;;;;;;;;;;
Geum rivale;FE 3-5-3;;;;;;;;;;;;;;;;;
Geum urbanum;FE 3-5-3;;;;;;;;;;;;;;;;;
Glechoma hederacea;FE 3-5-3;;;;;;;;;;;;;;;;;
Helictotrichon pubescens;FE 3-5-3;;;;;;;;;;;;;2;2;;;
Heracleum sphondylium;FE 3-5-3;;;;;;;;;;;;;;;;;
Hieracium aurantiacum;FE 3-5-3;;;;;;;;;;;;;;;;;
Hieracium Macranthum;FE 3-5-3;;;;;;;;;;;;;;;;;
Hieracium pilosella ;FE 3-5-3;;;;;;;;;;;;;;;;;
Holcus lanatus;FE 3-5-3;;;;;;;;;;;;;;;;;
Hypochaeris radicata;FE 3-5-3;;;;;;;;;;;;;;;;;
Knautia arvensis;FE 3-5-3;;;;;;;;;;;;;;;;;
Lamium purpureum;FE 3-5-3;;;;;;;;;;;;;;;;;
Lathyrus pratensis;FE 3-5-3;;;;;;;;;;;;;;;;;
Leontodon autumnalis;FE 3-5-3;;;;;;;;;;;;;;;;;
Leontodon helveticus;FE 3-5-3;;;;;;;;;;;;;;;;;
Leontodon hispidus;FE 3-5-3;;;;;;;;;;;;;;;;;
Leucanthemum ircutianum;FE 3-5-3;;;;;;;;;;;;;;;;;
Lolium multiflorum;FE 3-5-3;;;;;;;;;;;;;;;;;
Lolium perenne;FE 3-5-3;;;;;;;;;;;1;1;1;;;;
Lotus corniculatus;FE 3-5-3;;;;;;;;;;;;;;;;;
Luzula campestris;FE 3-5-3;;;;;;;;;;;;;;;;;
Lychnis flos-cuculi;FE 3-5-3;;;;;;;;;;;;;;;;;
Myosotis alpestris;FE 3-5-3;;;;;;;;;;;;;;;;;
Peucedanum oreoselinum;FE 3-5-3;;;;;;;;;;;;;;;;;
Phleum pratense;FE 3-5-3;;;;;;;;;;;;;;;;;
Phleum pratensis;FE 3-5-3;;;;;;;;;;;;;;;;;
Pilosella aurantiaca;FE 3-5-3;;;;;;;;;;;;;;;;;
Pilosella piloselloides;FE 3-5-3;;;;;;;;;;;;;;;;;
Pimpinella major;FE 3-5-3;;;;;;;;;;;;;;;;;
Pimpinella saxifraga;FE 3-5-3;;;;;;;;;;;;;;;;;
Plantago lanceolata;FE 3-5-3;;;;;;;;;;;;;;;;;
Poa angustifolia;FE 3-5-3;;;;;;;;;;;;;;;;;
Poa pratensis;FE 3-5-3;;;;;;;;;;;1;1;1;1;;;
Poa trivalis ;FE 3-5-3;;;;;;;;;;;;;;;;;
Poa trivialis;FE 3-5-3;;;;;;;;;;;;;;;;;
Primula veris;FE 3-5-3;;;;;;;;;;;;;;;;;
Prunella vulgaris;FE 3-5-3;;;;;;;;;;;;;;;;;
Ranunculus acris;FE 3-5-3;;;;;;;;;;;;;;;;;
Ranunculus bulbosus;FE 3-5-3;;;;;;;;;;;;;;;;;
Ranunculus ficaria;FE 3-5-3;;;;;;;;;;;;;;;;;
Ranunculus montanus;FE 3-5-3;;;;;;;;;;;;;;;;;
Ranunculus repens;FE 3-5-3;;;;;;;;;;;;;;;;;
Rhinanthus minor;FE 3-5-3;;;;;;;;;;;;;;;;;
Rumex acetosa;FE 3-5-3;;;;;;;;;;;;;;;;;
Rumex sanguineus;FE 3-5-3;;;;;;;;;;;;;;;;;
Silene alba;FE 3-5-3;;;;;;;;;;;;;;;;;
Silene flos-cuculi;FE 3-5-3;;;;;;;;;;;;;;;;;
Stellaria media;FE 3-5-3;;;;;;;;;;;;;;;;;
Taraxacum officinale;FE 3-5-3;;;;;;;;;;;;;;;;;
Taraxacum sect Ruderalia;FE 3-5-3;;;;;;;;;;;;;;;;;
Thlaspi arvense;FE 3-5-3;;;;;;;;;;;;;;;;;
Tragopodon pratensis;FE 3-5-3;;;;;;;;;;;;;;;;;
Trifolium dubium;FE 3-5-3;;;;;;;;;;;;;;;;;
Trifolium incarnatum;FE 3-5-3;;;;;;;;;;;;;;;;;
Trifolium medium;FE 3-5-3;;;;;;;;;;;;;;;;;
Trifolium pratense;FE 3-5-3;;;;;;;;;;;;;;;;;
Trifolium repens;FE 3-5-3;;;;;;;;;;;;;;;;;
Trisetum flavescens;FE 3-5-3;;;;;;;;;;;1;2;;;;;
Trollius europaeus;FE 3-5-3;;;;;;;;;;;;;;;;;
Veronica arvensis;FE 3-5-3;;;;;;;;;;;;;;;;;
Veronica chamaedrys;FE 3-5-3;;;;;;;;;;;;;;;;;
Veronica filiformis;FE 3-5-3;;;;;;;;;;;;;;;;;
Veronica hederifolia;FE 3-5-3;;;;;;;;;;;;;;;;;
Veronica persica;FE 3-5-3;;;;;;;;;;;;;;;;;
Veronica polita;FE 3-5-3;;;;;;;;;;;;;;;;;
Veronica serpyllifolia;FE 3-5-3;;;;;;;;;;;;;;;;;
Vicia angustifolia;FE 3-5-3;;;;;;;;;;;;;;;;;
Vicia cracca;FE 3-5-3;;;;;;;;;;;;;;;;;
Vicia hirsuta;FE 3-5-3;;;;;;;;;;;;;;;;;
Vicia sepium;FE 3-5-3;;;;;;;;;;;;;;;;;
Vicia tetrasperma;FE 3-5-3;;;;;;;;;;;;;;;;;
Achillea millefolium;FE 2-4-1;;;;;;;;;;;;;;;;;
Agrostis capillaris;FE 2-4-1;;;;;;;;;;;;;;;;;
Agrostis gigantea;FE 2-4-1;;;;;;;;;;;;;;;;;
Agrostis stolonifera;FE 2-4-1;;;;;;;;;;;;;;;;;
Ajuga reptans;FE 2-4-1;;;;;;;;;;;;;;;;;
Alchemilla monticula;FE 2-4-1;;;;;;;;;;;;;;;;;
Alchemilla vulgaris;FE 2-4-1;;;;;;;;;;;;;;;;;
Alopecurus pratensis;FE 2-4-1;;;;;;;;;;;;;;;;;
Anthoxanthum odoratum;FE 2-4-1;;;;;;;;;;;;;;;;;
Arabidopsis thaliana;FE 2-4-1;;;;;;;;;;;;;;;;;
Arrhenatherum elatius;FE 2-4-1;;;;;;;;;;;;;;;;;
Bellis perennis;FE 2-4-1;;;;;;;;;;;;;;;;;
Bistorta officianilis;FE 2-4-1;;;;;;;;;;;;;;;;;
Briza media;FE 2-4-1;;;;;;;;;;;;;;;;;
Cardamine amara;FE 2-4-1;;;;;;;;;;;;;;;;;
Cardamine hirsuta;FE 2-4-1;;;;;;;;;;;;;;;;;
Carex humilis;FE 2-4-1;;;;;;;;;;;;;;;;;
Carex montana;FE 2-4-1;;;;;;;;;;;;;;;;;
Carex spicata cf;FE 2-4-1;;;;;;;;;;;;;;;;;
Carex sylvatica;FE 2-4-1;;;;;;;;;;;;;;;;;
Carum carvi;FE 2-4-1;;;;;;;;;;;;;;;;;
Centaurea jacea;FE 2-4-1;;;;;;;;;;;;;;;;;
Cerastium holosteoides;FE 2-4-1;;;;;;;;;;;;;;;;;
Chaerophyllum temulum;FE 2-4-1;;;;;;;;;;;;;;;;;
Crepis aurea;FE 2-4-1;;;;;;;;;;;;;;;;;
Crepis biennis;FE 2-4-1;;;;;;;;;;;;;;;;;
Crocus albiflorus;FE 2-4-1;;;;;;;;;;;;;;;;;
Cynosurus cristatus;FE 2-4-1;;;;;;;;;;;;;;;;;
Dactylis glomerata;FE 2-4-1;;;;;;;;;;;;;;;;;
Daucus carota;FE 2-4-1;;;;;;;;;;;;;;;;;
Deschampsia flexuosa;FE 2-4-1;;;;;;;;;;;;;;;;;
Draba verna;FE 2-4-1;;;;;;;;;;;;;;;;;
Elymus caninus;FE 2-4-1;;;;;;;;;;;;;;;;;
Elymus repens;FE 2-4-1;;;;;;;;;;;;;;;;;
Equisetum arvense;FE 2-4-1;;;;;;;;;;;;;;;;;
Euphrasia stricta;FE 2-4-1;;;;;;;;;;;;;;;;;
Festuca pratensis;FE 2-4-1;;;;;;;;;;;;;;;;;
Festuca rubra;FE 2-4-1;;;;;;;;;;;;;;;;;
Filipendula ulmaria;FE 2-4-1;;;;;;;;;;;;;;;;;
Galium album;FE 2-4-1;;;;;;;;;;;;;;;;;
Geranium rotundifolium;FE 2-4-1;;;;;;;;;;;;;;;;;
Geum rivale;FE 2-4-1;;;;;;;;;;;;;;;;;
Geum urbanum;FE 2-4-1;;;;;;;;;;;;;;;;;
Glechoma hederacea;FE 2-4-1;;;;;;;;;;;;;;;;;
Helictotrichon pubescens;FE 2-4-1;;;;;;;;;;;;;;;;;
Heracleum sphondylium;FE 2-4-1;;;;;;;;;;;;;;;;;
Hieracium aurantiacum;FE 2-4-1;;;;;;;;;;;;;;;;;
Hieracium Macranthum;FE 2-4-1;;;;;;;;;;;;;;;;;
Hieracium pilosella ;FE 2-4-1;;;;;;;;;;;;;;;;;
Holcus lanatus;FE 2-4-1;;;;;;;;;;;;;;;;;
Hypochaeris radicata;FE 2-4-1;;;;;;;;;;;;;;;;;
Knautia arvensis;FE 2-4-1;;;;;;;;;;;;;;;;;
Lamium purpureum;FE 2-4-1;;;;;;;;;;;;;;;;;
Lathyrus pratensis;FE 2-4-1;;;;;;;;;;;;;;;;;
