FE 2-1-2;Holcus lanatus;;;;;;;;;;;;;;;14;19;19;
FE 2-1-2;Lolium perenne;;;;;;;;;;;;12;18;13;1;5;5;
FE 2-1-2;Poa pratensis;1;1;1;3;1;5;3;14;;;;;;;;;;
FE 2-1-2;Thlaspi arvense;;;;;;1;4;;;;;;;;;;;
FE 2-1-3;Veronica hederifolia;;;;;;;;;;;;;;;;3;3;4
FE 2-1-3;Elymus repens;;;;;;;;;;;;8;6;11;17;17;5;8
FE 2-1-3;Festuca rubra;;;;;;;;;;;;;1;3;8;10;10;11
FE 2-1-3;Myosotis alpestris;;;;;;;;;;;;;2;2;2;2;;
FE 2-1-3;Pilosella piloselloides;;;;;;;;6;;;;;;;;;;
FE 2-1-3;Taraxacum officinale;;;;1;3;2;;;;;;;;;;;;
FE 2-1-3;Veronica chamaedrys;;;;;;;;;;;;;;;;;;
FE 2-1-3;Veronica hederifolia;;;;;;;;3;3;;;;;;;;;
FE 2-1-3;Veronica persica;;;;;;;;;;;;;;;;;;5
FE 2-2-3;Vicia sepium;;;;;;;3;;;;;;;;;;;
FE 2-2-3;Taraxacum officinale;;;;;;;5;;;;;;;;;;;
FE 2-3-1;Veronica chamaedrys;;;;;;;;7;7;8;10;20;;13;;;;
FE 2-3-1;Capsella bursa-pastoris;;;;;;;;;;;;;;;;17;17;10
FE 2-3-1;Elymus repens;;;;;;;;;;;;;;;;5;5;1
FE 2-3-1;Lolium perenne;;;;;;;;;;;;;;;;9;6;
FE 2-3-2;Phleum pratense;;;;;;;;5;14;18;17;16;21;;18;18;;
FE 2-3-2;Alopecurus pratensis;;;;;;;;;;;;2;35;;22;22;22;5
FE 2-3-2;Festuca rubra;;;;;;1;4;2;;;;;;;;;;
FE 2-3-2;Taraxacum officinale;;;;;;;;;;;2;5;1;;;;;
FE 2-3-3;Tragopodon pratensis;;;;;;;;;;;;1;;1;;;;
FE 2-3-3;Alopecurus pratensis;;;;;;;;;;;;;;1;;1;;
FE 2-3-3;Festuca rubra;;;;;;;;;;;;5;;25;25;33;33;35
FE 2-3-3;Lolium perenne;;;;;;;;;;;;;;;;2;1;
FE 2-3-3;Poa pratensis;;;;;;;;;;;;;;1;1;;;
FE 2-3-3;Rumex acetosa;;;;;;;;1;5;;;;;;;;;
FE 2-5-1;Senecio vulgare;;;;;;;;;;;;1;2;;;3;2;2
FE 2-5-1;Festuca rubra;;;;;;;;;;;;;;;3;1;5;10
FE 2-5-1;Lolium perenne;;;;;;;;;1;;;;;;;;;
FE 2-5-1;Ranunculus ficaria;;;;;;3;13;7;;;;;;;;;;
FE 2-5-2;Taraxacum officinale;;;;;;;;;6;;4;7;;7;7;;;
FE 2-5-2;Alopecurus pratensis;;;;;;;;;;;;62;;37;48;20;1;3
FE 2-5-2;Poa pratensis;;;;;;;;;;4;;;;;;;;
FE 2-5-3;Taraxacum officinale;;;;;;;;;;;;32;;39;29;29;29;
FE 2-5-3;Poa pratensis;;;;;;;;1;;;;;;;;;;
FE 2-6-3;Veronica chamaedrys;;;;;;2;;;;;;;;;;;;
FE 2-8-4;Taraxacum officinale;;;;;;;;;;3;;;;;;;;
FE 3-2-1;Thlaspi arvense;;;;;;;;;;;;;;1;1;;;
FE 3-2-1;Anthoxanthum odoratum;;;;;;;;;;;;;;;;5;5;1
FE 3-2-1;Elymus repens;;;;;;;;;;;;;;;12;10;10;3
FE 3-2-1;Lolium perenne;;;;;;;;;;;;;;;3;3;5;1
FE 3-2-1;Poa pratensis;;;;;;1;12;5;;;;;;;;;;
FE 3-2-1;Taraxacum officinale;;;;;1;19;1;3;;;;;;;;;;
FE 3-2-1;Thlaspi arvense;;;1;1;1;1;2;;;;;;;;;;;
FE 3-2-2;Veronica hederifolia;;;;;;;;;;;;;;;;;;2
FE 3-2-2;Centaurea jacea;;;;;;;;;;;;;;;4;;2;
FE 3-2-2;Lolium perenne;;;;;;6;13;7;;;;;;;;;;
FE 3-2-3;Taraxacum officinale;;;;;;;;;2;;4;4;;5;3;;;
FE 3-2-3;Alopecurus pratensis;;;;;;;;;;;;;;;;17;22;12
FE 3-2-3;Elymus repens;;;;;;;;;;;;;;1;10;5;1;
FE 3-2-3;Pilosella piloselloides;;;;;;1;1;;;;;;;;;;;
FE 3-2-3;Ranunculus ficaria;;;;;;;4;8;1;;;;;;;;;
FE 3-4-1;Taraxacum officinale;;;;;;;;;;;;;;;;;;1
FE 3-4-1;Elymus repens;;;;;;;;;;;;;;;;;10;35
FE 3-4-1;Festuca rubra;;;;;;;;;;;;28;28;;23;23;;
FE 3-4-2;Poa pratensis;;;;;;;;;;;;;;;1;1;2;2
FE 3-4-2;Festuca rubra;;;;;;;;;;;;;;;1;1;1;
FE 3-4-2;Lolium perenne;;;;;;;;;;;3;;3;;3;3;2;
FE 3-4-2;Plantago lanceolata;;;;;;1;6;9;2;;;;;;;;;
FE 3-4-3;Taraxacum officinale;;;;;;;;;;;;1;;;;;;
FE 3-4-3;Alopecurus pratensis;;;;;;;;;;;;;;;;12;11;17
FE 3-4-3;Elymus repens;;;;;;;;;;;;;;;;2;;
FE 3-4-3;Lolium perenne;;;;;;;;;;;;1;;1;1;;1;
FE 3-4-3;Poa pratensis;;;;;;;1;;;;;;;;;;;
FE 3-6-1;Taraxacum officinale;;;;;;;;;;;;16;;14;4;2;2;1
FE 3-6-1;Poa pratensis;;;;;;;1;6;;;;;;;;;;
FE 3-6-2;Taraxacum officinale;;;;;;;;;;;;;;;;4;4;3
FE 3-6-2;Elymus repens;;;;;;;;;;;;25;27;39;24;16;16;
FE 3-6-2;Poa pratensis;;;;;;1;6;15;3;;;;;;;;;
FE 3-6-2;Taraxacum officinale;;;;1;;;;;;;;;;;;;;
FE 3-6-3;Veronica chamaedrys;;;;;;;;;;;;;2;;5;6;6;4
FE 3-6-3;Lolium perenne;;;;;;;4;6;;;;;;;;;;
FP 1-2-1;Taraxacum officinale;;;;;;;;;;60;;;;;;;;
FP 1-2-1;Agrostis capillaris;;;;;;;;;;;;;1;;4;4;4;
FP 1-2-1;Holcus lanatus;;;;;;;;;;;;;;;4;;2;
FP 1-2-1;Lolium perenne;;;;;;;;;;;40;7;12;;;12;5;1
