plotID;origin;recipient;65;72;79;87;93;100;107;114;122;128;135;142;148;156;163;170;175;183;190
GW 2-8-1;GW;FE;;;15;15;30;35;50;80;98;98;100;100;100;100;100;100;100;100;95
GW 2-5-3;GW;FE;;;30;30;45;55;75;90;100;100;100;100;100;100;100;100;100;100;95
GW 2-7-3;GW;FE;;;40;40;50;75;85;90;98;98;98;100;100;100;100;100;100;100;95
GW 2-3-2;GW;FE;;;25;25;40;50;50;75;80;80;80;100;100;100;100;100;100;100;95
GW 2-1-2;GW;FE;;;35;35;45;50;75;80;85;85;90;100;100;100;100;100;100;100;95
GW 3-2-1;GW;FE;;;40;40;55;75;85;100;100;100;100;100;100;100;100;100;100;100;95
GW 3-9-2;GW;FE;;;45;45;50;70;80;90;97;98;100;100;100;100;100;100;100;100;95
GW 3-6-1;GW;FE;;;45;45;55;70;80;90;98;98;98;100;100;100;100;100;100;100;95
GW 3-4-3;GW;FE;;;30;30;35;50;70;75;95;97;95;100;100;100;100;100;100;100;95
GW 3-8-1;GW;FE;;;15;20;30;40;50;60;95;97;97;100;100;100;100;100;100;100;95
GW 3-5-3;GW;FE;;;15;15;25;30;40;50;75;80;80;85;90;95;100;100;100;100;90
GW 3-7-3;GW;FE;;;25;35;60;65;70;75;90;95;95;95;97;97;100;100;100;100;95
GW 3-3-2;GW;FE;;;40;40;60;65;80;85;90;95;95;95;100;98;100;100;100;100;95
GW 3-1-2;GW;FE;;;40;40;60;70;85;90;95;98;98;100;100;98;100;100;100;100;95
FE 3-1-1;FE;FE;;;40;40;40;50;65;85;90;97;99;100;100;100;100;100;100;45;95
FE 3-3-1;FE;FE;;;20;25;30;35;60;60;85;85;88;93;100;100;100;100;100;65;95
FE 3-5-1;FE;FE;;;25;25;40;50;70;75;85;85;90;95;98;100;100;100;100;100;95
FE 3-1-2;FE;FE;;;15;15;15;25;30;50;75;75;80;85;98;100;100;100;100;100;95
FE 3-3-2;FE;FE;;;30;45;55;60;75;80;80;80;80;80;83;95;100;100;100;100;95
FE 3-5-2;FE;FE;;;45;45;50;65;75;80;85;85;87;85;90;100;100;100;100;100;95
FE 3-1-3;FE;FE;;;25;25;30;45;55;65;80;85;85;85;85;100;100;100;100;100;95
FE 3-3-3;FE;FE;;;15;20;25;35;30;75;75;75;80;83;85;100;100;100;100;100;95
FE 3-5-3;FE;FE;;;15;25;40;50;50;60;65;70;75;80;80;100;100;100;100;100;95
FE 2-2-1;FE;FE;;;10;30;50;50;65;65;70;70;70;80;85;100;100;100;100;100;95
FE 2-4-1;FE;FE;;;10;60;50;65;90;95;95;98;98;98;98;100;100;100;100;100;95
FE 2-6-1;FE;FE;;;35;70;65;80;80;85;95;95;95;95;85;95;100;100;100;100;95
FE 2-2-2;FE;FE;;;30;45;45;50;55;55;70;70;75;80;85;98;100;100;100;100;95
FE 2-4-2;FE;FE;;;28;40;55;55;60;60;65;70;70;75;80;95;100;100;100;100;95
FE 2-6-2;FE;FE;;;35;65;60;60;50;60;75;75;83;85;85;90;100;100;100;100;95
FE 2-2-3;FE;FE;;;25;25;30;45;45;60;60;60;60;75;80;100;100;100;90;95;95
FE 2-4-3;FE;FE;;;38;55;55;75;75;80;75;80;80;80;85;100;100;100;100;100;95
FE 2-6-3;FE;FE;;;40;45;45;50;50;75;85;85;93;93;93;95;100;100;95;95;95
FE 1-1-1;FE;FE;;;30;35;40;55;75;90;85;80;80;75;75;85;100;100;100;100;95
FE 1-3-1;FE;FE;;;20;50;40;65;80;85;90;90;90;85;85;90;100;100;100;95;95
FE 1-5-1;FE;FE;;;15;40;30;40;30;60;75;75;75;80;85;90;100;100;100;100;95
FE 1-1-2;FE;FE;;;10;40;45;60;55;75;80;85;85;85;90;90;100;100;100;90;55
FE 1-3-2;FE;FE;;;40;45;50;75;80;90;93;95;95;90;80;85;100;100;95;90;95
FE 1-5-2;FE;FE;;;20;30;40;65;80;85;90;90;90;95;95;95;100;100;100;100;95
FE 1-7-2;FE;FE;;;20;20;30;50;75;75;85;85;85;85;80;90;100;100;100;100;95
FE 1-7-3;FE;FE;;;10;45;45;70;85;90;95;95;95;95;95;95;100;100;100;65;80
FE 1-5-3;FE;FE;;;30;40;45;55;70;80;80;80;90;90;95;98;100;100;100;65;80
