Hypochaeris radicata;EB 2-7-3;;;;;;;;;
Knautia arvensis;EB 2-7-3;;;;;;;;;
Lamium purpureum;EB 2-7-3;;;;;;;;;
Lathyrus pratensis;EB 2-7-3;;;;;;;;;
Leontodon autumnalis;EB 2-7-3;;;;;;;;;
Leontodon helveticus;EB 2-7-3;;;;;;;2;4;6
Leontodon hispidus;EB 2-7-3;;;;;;;;;
Leucanthemum ircutianum;EB 2-7-3;;;;;;;;;
Lolium multiflorum;EB 2-7-3;;;;;;;;;
Lolium perenne;EB 2-7-3;;;;;;;;;
Lotus corniculatus;EB 2-7-3;;;;;;;;;
Luzula campestris;EB 2-7-3;;;;;;;;;
Lychnis flos-cuculi;EB 2-7-3;;;;;;;;;
Myosotis alpestris;EB 2-7-3;;;;;;5;13;7;5
Peucedanum oreoselinum;EB 2-7-3;;;;;;;;;
Phleum pratense;EB 2-7-3;;;;;;;;;
Phleum pratensis;EB 2-7-3;;;;;;;;;
Pilosella aurantiaca;EB 2-7-3;;;;;;;;;
Pilosella piloselloides;EB 2-7-3;;;;;;;;;
Pimpinella major;EB 2-7-3;;;;;;;;;
Pimpinella saxifraga;EB 2-7-3;;;;;;;;;
Plantago lanceolata;EB 2-7-3;;;;;;;;;
Poa angustifolia;EB 2-7-3;;;;;;;;;
Poa pratense;EB 2-7-3;;;;;;;;;
Poa pratensis;EB 2-7-3;;;;;;;2;3;
Poa trivalis ;EB 2-7-3;;;;;;;;;
Poa trivialis;EB 2-7-3;;;;;;;;;2
Primula veris;EB 2-7-3;;;;;;;;;
Prunella vulgaris;EB 2-7-3;;;;;;;;;
Ranunculus acris;EB 2-7-3;;;;;;;;;
Ranunculus bulbosus;EB 2-7-3;;;;;;;;;
Ranunculus ficaria;EB 2-7-3;;;;;;;;;
Ranunculus montanus;EB 2-7-3;;;;;;;;;
Ranunculus repens;EB 2-7-3;;;;;;;;;
Rhinanthus minor;EB 2-7-3;;;;;;;;;
Rumex acetosa;EB 2-7-3;;;;;;;;;
Rumex sanguineus;EB 2-7-3;;;;;;;;;
Silene alba;EB 2-7-3;;;;;;;;;
Silene flos-cuculi;EB 2-7-3;;;;;;;;;
Stellaria media;EB 2-7-3;;;;;;;;;
Taraxacum officinale;EB 2-7-3;;;;;;;;;
Taraxacum sect Ruderalia;EB 2-7-3;;;;;;;;;
Thlaspi arvense;EB 2-7-3;;;;;;;;;
Tragopodon pratensis;EB 2-7-3;;;;;;;;;
Trifolium dubium;EB 2-7-3;;;;;;3;2;;
Trifolium incarnatum;EB 2-7-3;;;;;;;;;
Trifolium medium;EB 2-7-3;;;;;;;;;
Trifolium pratense;EB 2-7-3;;;;;;;;;
Trifolium repens;EB 2-7-3;;;;;;;;;
Trisetum flavescens;EB 2-7-3;;;;;;;;;
Trollius europaeus;EB 2-7-3;;;;;;;;;
Veronica arvensis;EB 2-7-3;;;;;;;;;
Veronica chamaedrys;EB 2-7-3;;;;;1;7;5;;
Veronica filiformis;EB 2-7-3;;;;;;;;;
Veronica hederifolia;EB 2-7-3;;;;;;;;;
Veronica persica;EB 2-7-3;;;;;;;;;
Veronica polita;EB 2-7-3;;;;;;;;;
Veronica serpyllifolia;EB 2-7-3;;;;;;;;;
Vicia angustifolia;EB 2-7-3;;;;;;;;;
Vicia cracca;EB 2-7-3;;;;;;;;;
Vicia hirsuta;EB 2-7-3;;;;;;;;;
Vicia sepium;EB 2-7-3;;;;;;;;;
Vicia tetrasperma;EB 2-7-3;;;;;;;;;
Achillea millefolium;EB 2-2-2;;;;;;;;;
Agrostis capillaris;EB 2-2-2;;;;;;;;11;5
Agrostis gigantea;EB 2-2-2;;;;;;;;;
Agrostis stolonifera;EB 2-2-2;;;;;;;;;
Ajuga reptans;EB 2-2-2;;;;;;;;;
Alchemilla monticula;EB 2-2-2;;;;;;;;;
Alchemilla vulgaris;EB 2-2-2;;;1;2;5;12;9;17;14
Alopecurus pratensis;EB 2-2-2;;;;;;;;;
Anthoxanthum odoratum;EB 2-2-2;;;;1;5;5;3;;
Arabidopsis thaliana;EB 2-2-2;;;;;;;;;
Arrhenatherum elatius;EB 2-2-2;;;;;;;;;
Bellis perennis;EB 2-2-2;;;;1;1;1;1;;
Bistorta officianilis;EB 2-2-2;;;;;;;;;
Briza media;EB 2-2-2;;;;;;;;;
Cardamine amara;EB 2-2-2;;;;;;;;;
Cardamine hirsuta;EB 2-2-2;;;;;;;;;
Carex humilis;EB 2-2-2;;;;;;;;;
Carex montana;EB 2-2-2;;;;;;;;;
Carex spicata cf;EB 2-2-2;;;;;;;;;
Carex sylvatica;EB 2-2-2;;;;;;;;;
Carum carvi;EB 2-2-2;;;;;;;;;
Centaurea jacea;EB 2-2-2;;;;;;;;;
Cerastium holosteoides;EB 2-2-2;;;;;;;;;
Chaerophyllum temulum;EB 2-2-2;;;;;3;3;1;;
Crepis aurea;EB 2-2-2;;;;;;;;;
Crepis biennis;EB 2-2-2;;;;;;;;;
Crocus albiflorus;EB 2-2-2;;;;;;;;;
Cynosurus cristatus;EB 2-2-2;;;;;;2;4;4;4
Dactylis glomerata;EB 2-2-2;;;;;;;;;
Daucus carota;EB 2-2-2;;;;;;;;;
Deschampsia flexuosa;EB 2-2-2;;;;;;;;;
Draba verna;EB 2-2-2;;;;;;;;;
Elymus caninus;EB 2-2-2;;;;;;;;;
Elymus repens;EB 2-2-2;;;;;;;;;2
Equisetum arvense;EB 2-2-2;;;;;;;;;
Euphrasia stricta;EB 2-2-2;;;;;;;;;
Festuca pratensis;EB 2-2-2;;;;;2;;;;
Festuca rubra;EB 2-2-2;;;;;;2;4;5;1
Filipendula ulmaria;EB 2-2-2;;;;;;;;;
Galium album;EB 2-2-2;;;;;;;;;
Geranium rotundifolium;EB 2-2-2;;;;;;;;;
Geum rivale;EB 2-2-2;;;;;;;;;
Geum urbanum;EB 2-2-2;;;;;;;;;
Glechoma hederacea;EB 2-2-2;;;;;;;;;
Helictotrichon pubescens;EB 2-2-2;;;;;;;;;
Heracleum sphondylium;EB 2-2-2;;;;;;;;;
Hieracium aurantiacum;EB 2-2-2;;;;;;;;;
Hieracium Macranthum;EB 2-2-2;;;;;;;;;
Hieracium pilosella ;EB 2-2-2;;;;;;;;;
